Year,StateAbbr,StateDesc,CountyName,CountyFIPS,TractFIPS,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,Geolocation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text,States,Counties
2020,NC,North Carolina,Forsyth,37067,37067004009,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,5.5,,,4.6,6.5,3802,POINT (-80.44581606 36.11152481),37067004009,HLTHOUT,COPD,CrdPrv,COPD,37,2337
2020,NC,North Carolina,Forsyth,37067,37067000700,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,5.9,,,5.5,6.2,1764,POINT (-80.23109571 36.09824121),37067000700,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),37,2337
2020,NC,North Carolina,Forsyth,37067,37067003703,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,10.3,,,7.1,14,6032,POINT (-80.28102146 36.01218772),37067003703,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,37,2337
2020,NC,North Carolina,Forsyth,37067,37067001000,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,76.8,,,75.9,77.6,4652,POINT (-80.26490783 36.07843284),37067001000,PREVENT,CHECKUP,CrdPrv,Annual Checkup,37,2337
2020,NC,North Carolina,Forsyth,37067,37067000801,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,67.9,,,65.1,70.6,3062,POINT (-80.22775235 36.08577423),37067000801,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,37,2337
2020,NC,North Carolina,Forsyth,37067,37067001800,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,83.1,,,81.2,84.9,4207,POINT (-80.20878797 36.07748107),37067001800,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003105,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,17.8,,,15.4,20.4,3649,POINT (-80.14051155 36.19347844),37067003105,PREVENT,ACCESS2,CrdPrv,Health Insurance,37,2337
2020,NC,North Carolina,Forsyth,37067,37067001500,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,10.8,,,10.3,11.3,4095,POINT (-80.23983926 36.15171466),37067001500,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,37,2337
2020,NC,North Carolina,Forsyth,37067,37067004005,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,8,,,7,9.4,4695,POINT (-80.40059216 36.00488745),37067004005,HLTHSTAT,PHLTH,CrdPrv,Physical Health,37,2337
2020,NC,North Carolina,Forsyth,37067,37067004014,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,14.1,,,13.7,14.5,3016,POINT (-80.3720694 36.02610959),37067004014,RISKBEH,BINGE,CrdPrv,Binge Drinking,37,2337
2020,NC,North Carolina,Forsyth,37067,37067004007,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,2.5,,,2.3,2.6,7104,POINT (-80.4541356 36.06780171),37067004007,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003311,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,30.8,,,29.4,32.2,1926,POINT (-80.12891868 36.06085301),37067003311,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,37,2337
2020,NC,North Carolina,Forsyth,37067,37067002903,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,24.7,,,22.5,27,3828,POINT (-80.20288339 36.16997211),37067002903,PREVENT,ACCESS2,CrdPrv,Health Insurance,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003310,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,64,,,60.7,67.2,4061,POINT (-80.15049361 36.07676397),37067003310,PREVENT,DENTAL,CrdPrv,Dental Visit,37,2337
2020,NC,North Carolina,Forsyth,37067,37067000900,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,16.9,,,15.4,18.5,3508,POINT (-80.24909082 36.08422545),37067000900,HLTHSTAT,MHLTH,CrdPrv,Mental Health,37,2337
2019,NC,North Carolina,Forsyth,37067,37067000100,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,26.2,,,25.3,27.1,2052,POINT (-80.2468533 36.09765376),37067000100,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,37,2337
2020,NC,North Carolina,Forsyth,37067,37067004009,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,28,,,26.5,29.5,3802,POINT (-80.44581606 36.11152481),37067004009,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,37,2337
2020,NC,North Carolina,Forsyth,37067,37067000301,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,13.5,,,12.6,14.4,1799,POINT (-80.25301013 36.11101159),37067000301,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,37,2337
2020,NC,North Carolina,Forsyth,37067,37067000500,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,28.4,,,24.4,32.6,2391,POINT (-80.22807063 36.11748629),37067000500,PREVENT,ACCESS2,CrdPrv,Health Insurance,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003600,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,10.2,,,9.4,10.9,5968,POINT (-80.24387607 36.01874338),37067003600,HLTHSTAT,PHLTH,CrdPrv,Physical Health,37,2337
2020,NC,North Carolina,Forsyth,37067,37067004102,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,14.7,,,12.4,16.9,3256,POINT (-80.41655399 36.17131266),37067004102,HLTHSTAT,GHLTH,CrdPrv,General Health,37,2337
2020,NC,North Carolina,Forsyth,37067,37067004012,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,29.8,,,28.3,31.2,5611,POINT (-80.38568698 36.05872572),37067004012,HLTHOUT,OBESITY,CrdPrv,Obesity,37,2337
2019,NC,North Carolina,Forsyth,37067,37067000600,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,52.3,,,50.9,53.4,2056,POINT (-80.22950124 36.10806171),37067000600,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,37,2337
2020,NC,North Carolina,Forsyth,37067,37067002808,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,15.3,,,14.9,15.6,3531,POINT (-80.3193267 36.23878572),37067002808,RISKBEH,BINGE,CrdPrv,Binge Drinking,37,2337
2020,NC,North Carolina,Forsyth,37067,37067004009,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,5.7,,,5.1,6.2,3802,POINT (-80.44581606 36.11152481),37067004009,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003105,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,19.5,,,17.4,21.6,3649,POINT (-80.14051155 36.19347844),37067003105,RISKBEH,CSMOKING,CrdPrv,Current Smoking,37,2337
2020,NC,North Carolina,Forsyth,37067,37067002801,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.3,,,8,8.6,4236,POINT (-80.39405888 36.22614831),37067002801,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,37,2337
2019,NC,North Carolina,Forsyth,37067,37067004103,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,90,,,89.8,90.2,3478,POINT (-80.3727443 36.13434041),37067004103,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003909,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,8.1,,,6.7,9.8,4356,POINT (-80.34762093 36.0959267),37067003909,HLTHSTAT,GHLTH,CrdPrv,General Health,37,2337
2020,NC,North Carolina,Forsyth,37067,37067002002,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,9.6,,,8.5,10.7,3072,POINT (-80.25199012 36.0542286),37067002002,HLTHOUT,COPD,CrdPrv,COPD,37,2337
2020,NC,North Carolina,Forsyth,37067,37067004104,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,8.4,,,6.1,11.2,3429,POINT (-80.37297472 36.16789211),37067004104,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,37,2337
2019,NC,North Carolina,Forsyth,37067,37067004102,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,77.7,,,76.9,78.5,3256,POINT (-80.41655399 36.17131266),37067004102,PREVENT,BPMED,CrdPrv,Taking BP Medication,37,2337
2020,NC,North Carolina,Forsyth,37067,37067004012,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,22.5,,,21.1,23.7,5611,POINT (-80.38568698 36.05872572),37067004012,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003201,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,80.3,,,79.5,81.1,4774,POINT (-80.0940727 36.12512118),37067003201,PREVENT,CHECKUP,CrdPrv,Annual Checkup,37,2337
2020,NC,North Carolina,Forsyth,37067,37067002801,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,14.3,,,12.5,16.2,4236,POINT (-80.39405888 36.22614831),37067002801,PREVENT,ACCESS2,CrdPrv,Health Insurance,37,2337
2019,NC,North Carolina,Forsyth,37067,37067004007,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,91.1,,,90.9,91.3,7104,POINT (-80.4541356 36.06780171),37067004007,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003201,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,14,,,11.9,16.1,4774,POINT (-80.0940727 36.12512118),37067003201,HLTHSTAT,GHLTH,CrdPrv,General Health,37,2337
2020,NC,North Carolina,Forsyth,37067,37067001200,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,83.9,,,83.2,84.6,1959,POINT (-80.26839411 36.10931829),37067001200,PREVENT,CHECKUP,CrdPrv,Annual Checkup,37,2337
2020,NC,North Carolina,Forsyth,37067,37067004009,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,15.7,,,15.2,16.2,3802,POINT (-80.44581606 36.11152481),37067004009,RISKBEH,BINGE,CrdPrv,Binge Drinking,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003402,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,26.7,,,25.5,27.9,2182,POINT (-80.13998466 36.03910993),37067003402,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003903,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,17.1,,,15.5,18.8,4477,POINT (-80.32389444 36.07881572),37067003903,HLTHSTAT,GHLTH,CrdPrv,General Health,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003702,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,32.7,,,31.5,33.7,4514,POINT (-80.27851785 36.03775384),37067003702,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003309,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,13.4,,,13.1,13.7,4956,POINT (-80.17945558 36.09222425),37067003309,RISKBEH,BINGE,CrdPrv,Binge Drinking,37,2337
2020,NC,North Carolina,Forsyth,37067,37067004005,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,79.7,,,77.1,82.1,4695,POINT (-80.40059216 36.00488745),37067004005,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,37,2337
2020,NC,North Carolina,Forsyth,37067,37067001800,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,15.1,,,13.9,16.4,4207,POINT (-80.20878797 36.07748107),37067001800,HLTHSTAT,PHLTH,CrdPrv,Physical Health,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003310,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,2.6,,,2.4,2.8,4061,POINT (-80.15049361 36.07676397),37067003310,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,37,2337
2019,NC,North Carolina,Forsyth,37067,37067000200,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,76.1,,,74.7,77.2,1103,POINT (-80.24817006 36.10548533),37067000200,PREVENT,BPMED,CrdPrv,Taking BP Medication,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003500,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,50,,,46.8,53,6562,POINT (-80.20883199 36.03399069),37067003500,PREVENT,DENTAL,CrdPrv,Dental Visit,37,2337
2019,NC,North Carolina,Forsyth,37067,37067000302,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,48.8,,,47.5,50.1,1859,POINT (-80.25651421 36.11934205),37067000302,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003307,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,2.7,,,2.4,3,3405,POINT (-80.10183262 36.1026448),37067003307,HLTHOUT,STROKE,CrdPrv,Stroke,37,2337
2019,NC,North Carolina,Forsyth,37067,37067003003,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,33.9,,,33.4,34.5,3272,POINT (-80.15251389 36.13331849),37067003003,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,37,2337
2020,NC,North Carolina,Forsyth,37067,37067002002,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,8.2,,,7.5,8.8,3072,POINT (-80.25199012 36.0542286),37067002002,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003908,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,90.1,,,88.7,91.1,3085,POINT (-80.33648197 36.11261823),37067003908,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,37,2337
2019,NC,North Carolina,Forsyth,37067,37067003107,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,75.3,,,74.4,76.2,4391,POINT (-80.09135888 36.14918049),37067003107,PREVENT,BPMED,CrdPrv,Taking BP Medication,37,2337
2020,NC,North Carolina,Forsyth,37067,37067002100,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,48.9,,,40.1,57.2,2151,POINT (-80.28521372 36.07447023),37067002100,PREVENT,COREW,CrdPrv,Core preventive services for older women,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003905,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,28.1,,,26.9,29.5,3607,POINT (-80.32526058 36.08948295),37067003905,HLTHOUT,OBESITY,CrdPrv,Obesity,37,2337
2020,NC,North Carolina,Forsyth,37067,37067001300,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.6,,,8.9,10.4,4535,POINT (-80.27617771 36.12959564),37067001300,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,37,2337
2020,NC,North Carolina,Forsyth,37067,37067002806,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,28.1,,,25.2,31.1,3274,POINT (-80.27603062 36.18639574),37067002806,PREVENT,ACCESS2,CrdPrv,Health Insurance,37,2337
2020,NC,North Carolina,Forsyth,37067,37067000200,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,20.8,,,18,23.8,1103,POINT (-80.24817006 36.10548533),37067000200,HLTHSTAT,GHLTH,CrdPrv,General Health,37,2337
2019,NC,North Carolina,Forsyth,37067,37067002806,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,83.7,,,83.6,83.9,3274,POINT (-80.27603062 36.18639574),37067002806,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,37,2337
2020,NC,North Carolina,Forsyth,37067,37067002603,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,87.2,,,85.2,88.9,6553,POINT (-80.31761918 36.13376913),37067002603,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003600,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,21.4,,,19.9,22.9,5968,POINT (-80.24387607 36.01874338),37067003600,RISKBEH,LPA,CrdPrv,Physical Inactivity,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003905,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,5.7,,,5.1,6.3,3607,POINT (-80.32526058 36.08948295),37067003905,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,37,2337
2020,NC,North Carolina,Forsyth,37067,37067000500,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,20.8,,,19.5,22,2391,POINT (-80.22807063 36.11748629),37067000500,HLTHOUT,DIABETES,CrdPrv,Diabetes,37,2337
2020,NC,North Carolina,Forsyth,37067,37067002809,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,55,,,51.2,59.2,2238,POINT (-80.33905387 36.22017695),37067002809,PREVENT,COREM,CrdPrv,Core preventive services for older men,37,2337
2020,NC,North Carolina,Forsyth,37067,37067002701,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,11.5,,,10.5,12.4,5864,POINT (-80.30932926 36.16277665),37067002701,HLTHSTAT,PHLTH,CrdPrv,Physical Health,37,2337
2020,NC,North Carolina,Forsyth,37067,37067004102,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,14.9,,,10.7,19.5,3256,POINT (-80.41655399 36.17131266),37067004102,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,37,2337
2019,NC,North Carolina,Forsyth,37067,37067002702,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,31.3,,,30.5,32.1,5675,POINT (-80.27692647 36.16200929),37067002702,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,37,2337
2019,NC,North Carolina,Forsyth,37067,37067001602,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,86.8,,,86,87.6,3077,POINT (-80.22093654 36.12260812),37067001602,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003404,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,17.4,,,16.6,18.2,3917,POINT (-80.19153925 36.0670674),37067003404,HLTHOUT,DIABETES,CrdPrv,Diabetes,37,2337
2019,NC,North Carolina,Forsyth,37067,37067001000,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,67.5,,,66.2,68.8,4652,POINT (-80.26490783 36.07843284),37067001000,PREVENT,BPMED,CrdPrv,Taking BP Medication,37,2337
2019,NC,North Carolina,Forsyth,37067,37067002200,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,26.3,,,25.2,27.6,3742,POINT (-80.2848544 36.08549947),37067002200,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,37,2337
2020,NC,North Carolina,Forsyth,37067,37067004011,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,5.5,,,4.5,6.4,5645,POINT (-80.39294077 36.08837501),37067004011,HLTHOUT,COPD,CrdPrv,COPD,37,2337
2020,NC,North Carolina,Forsyth,37067,37067004010,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,26.2,,,25.3,27.2,3392,POINT (-80.3798613 36.10896479),37067004010,HLTHOUT,OBESITY,CrdPrv,Obesity,37,2337
